Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1158,120,RL,5001,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,166,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,GasA,Ex,Y,SBrkr,1314,0,0,1314,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,95,RFn,2,TA,TA,Y,172,62,0,0,0,0,0,None,None,0,7,2009,WD,Normal,230000
1159,20,RL,11932,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,186,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,GasA,Ex,Y,SBrkr,1580,0,0,1580,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,95,RFn,3,TA,TA,Y,0,24,0,0,0,0,0,None,None,0,6,2008,ConLD,Partial,235128
1161,160,RL,2280,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,Gable,CompShg,Plywood,Brk Cmn,0,TA,TA,CBlock,Gd,TA,No,ALQ,311,Unf,0,544,GasA,Fa,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,65,Unf,2,TA,TA,Y,26,0,0,0,0,0,0,None,None,0,7,2010,WD,Normal,146000
1162,20,RL,14778,Pave,None,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,Hip,CompShg,HdBoard,HdBoard,72,Gd,TA,CBlock,TA,TA,No,BLQ,728,Unf,0,568,GasA,Ex,Y,SBrkr,1640,0,0,1640,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,80,Unf,2,TA,TA,Y,108,0,0,216,0,0,0,None,None,0,11,2008,WD,Normal,224000
1163,20,RL,8724,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,Gd,TA,No,BLQ,492,Unf,0,402,GasA,Gd,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,1,Po,Attchd,55,Fin,2,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,5,2007,WD,Normal,129000
1164,90,RL,12900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,Gable,CompShg,Plywood,Plywood,0,TA,TA,CBlock,Gd,TA,Av,GLQ,1198,Unf,0,0,GasA,TA,Y,SBrkr,1258,0,0,1258,2,0,0,2,0,2,TA,6,Typ,0,None,CarPort,56,Unf,2,Fa,TA,Y,120,0,0,0,0,0,0,None,None,0,1,2008,WD,Alloca,108959
1167,20,RL,10475,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,Gable,CompShg,VinylSd,VinylSd,72,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1694,GasA,Ex,Y,SBrkr,1694,0,0,1694,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,95,RFn,3,TA,TA,Y,160,33,0,0,0,0,0,None,None,0,2,2010,WD,Normal,245350
1170,60,RL,35760,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,Hip,CompShg,HdBoard,HdBoard,1378,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1387,Unf,0,543,GasA,Ex,Y,SBrkr,1831,1796,0,3627,1,0,3,1,4,1,Gd,10,Typ,1,TA,Attchd,82,Fin,3,TA,TA,Y,361,76,0,0,0,0,0,None,None,0,7,2006,WD,Normal,625000
1171,80,RL,9880,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,Gable,CompShg,Plywood,Plywood,0,TA,TA,CBlock,TA,TA,Av,ALQ,522,Unf,0,574,GasA,TA,Y,SBrkr,1118,0,0,1118,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,64,Fin,1,TA,TA,Y,203,0,0,0,0,576,4,GdPrv,None,0,7,2008,WD,Normal,171000
1172,20,RL,9120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,Hip,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,No,ALQ,662,Unf,0,599,GasA,Ex,Y,SBrkr,1261,0,0,1261,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,45,RFn,2,TA,TA,Y,0,0,0,0,288,0,0,None,Shed,1400,11,2008,WD,Normal,163000
1173,160,FV,4017,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,Gable,CompShg,MetalSd,MetalSd,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,625,GasA,Ex,Y,SBrkr,625,625,0,1250,0,0,2,1,2,1,Gd,5,Typ,0,None,Detchd,93,Fin,2,TA,TA,Y,0,54,0,0,0,0,0,None,None,0,3,2008,WD,Normal,171900
1175,70,RL,16560,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,Gd,TA,No,Rec,503,Unf,0,449,GasA,TA,Y,SBrkr,1170,1175,0,2345,0,0,2,1,4,1,TA,9,Typ,1,Gd,Detchd,21,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,7,2006,WD,Normal,239000
1176,50,RL,10678,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,Hip,CompShg,HdBoard,HdBoard,337,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,983,GasA,Ex,Y,SBrkr,2129,743,0,2872,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,79,Fin,2,TA,TA,Y,0,33,0,0,0,0,0,None,None,0,4,2007,WD,Normal,285000
1177,20,RL,6951,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,Gable,CompShg,HdBoard,Plywood,0,TA,TA,CBlock,TA,TA,No,ALQ,658,Unf,0,218,GasA,TA,Y,SBrkr,923,0,0,923,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,71,Unf,1,TA,TA,Y,362,0,0,0,0,0,0,MnPrv,None,0,10,2008,WD,Normal,119500
1178,50,RM,3950,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,350,GasA,TA,Y,SBrkr,818,406,0,1224,0,0,1,0,3,1,TA,5,Typ,0,None,Detchd,15,Unf,1,TA,TA,N,0,0,116,0,0,0,0,None,None,0,12,2009,WD,Normal,115000
1179,50,RL,7681,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,731,GasA,Ex,Y,SBrkr,820,523,0,1343,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,10,Unf,1,Fa,TA,Y,192,0,102,0,0,0,0,None,None,0,7,2009,WD,Normal,154900
1180,20,RL,8335,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,Slab,None,None,None,None,0,None,0,0,GasA,Gd,Y,SBrkr,1124,0,0,1124,0,0,1,0,3,1,TA,5,Min2,1,Gd,None,98,None,0,None,None,N,0,36,190,0,0,0,0,None,None,0,4,2006,WD,Normal,93000
1182,120,RM,5587,Pave,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,Hip,CompShg,CemntBd,CmentBd,186,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480,Unf,0,120,GasA,Ex,Y,SBrkr,1652,0,0,1652,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,95,Fin,2,TA,TA,Y,162,53,0,153,0,0,0,None,None,0,11,2008,New,Partial,392500
1183,60,RL,15623,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,Hip,CompShg,Wd Sdng,ImStucc,0,Gd,TA,PConc,Ex,TA,Av,GLQ,2096,Unf,0,300,GasA,Ex,Y,SBrkr,2411,2065,0,4476,1,0,3,1,4,1,Ex,10,Typ,2,TA,Attchd,83,Fin,3,TA,TA,Y,171,78,0,0,0,555,5,MnPrv,None,0,7,2007,WD,Abnorml,745000
1184,30,RL,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,Hip,CompShg,Stucco,Stucco,0,TA,TA,BrkTil,TA,TA,No,Rec,821,Unf,0,299,GasA,Ex,Y,SBrkr,1130,0,0,1130,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,57,Unf,2,TA,TA,Y,229,0,0,0,0,0,0,None,None,0,6,2006,WD,Normal,120000
1185,20,RL,35133,Grvl,None,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,1963,Hip,CompShg,MetalSd,MetalSd,226,TA,TA,CBlock,TA,TA,Gd,Rec,1159,Unf,0,413,GasA,Gd,Y,SBrkr,1572,0,0,1572,1,0,1,1,3,1,TA,5,Typ,2,TA,2Types,50,RFn,3,TA,TA,Y,0,263,0,0,263,0,0,None,None,0,5,2007,WD,Normal,186700
1186,50,RL,9738,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,Gable,CompShg,AsbShng,AsbShng,0,TA,Gd,BrkTil,TA,TA,No,BLQ,392,Unf,0,392,GasA,Gd,Y,SBrkr,949,272,0,1221,1,0,1,0,4,1,TA,7,Typ,0,None,Attchd,52,Unf,1,TA,TA,Y,0,0,236,0,0,0,0,None,None,0,3,2006,WD,Normal,104900
1187,190,RL,10615,Pave,None,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440,Unf,0,538,GasA,TA,Y,SBrkr,1014,685,0,1699,1,0,2,0,3,2,TA,7,Typ,0,None,CarPort,9,Unf,2,Fa,Fa,Y,0,74,0,0,0,0,0,None,None,0,8,2009,WD,Abnorml,95000
1189,60,RL,8935,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,95,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,831,GasA,Ex,Y,SBrkr,831,829,0,1660,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,89,RFn,2,TA,TA,Y,144,68,0,0,0,0,0,None,None,0,7,2009,WD,Normal,195000
1190,60,RL,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,994,GasA,Gd,Y,SBrkr,1028,776,0,1804,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,86,Fin,2,TA,TA,Y,140,60,0,0,0,0,0,None,None,0,6,2010,WD,Normal,189000
1194,120,RM,4500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,Hip,CompShg,VinylSd,VinylSd,425,TA,TA,PConc,Ex,TA,No,GLQ,883,Unf,0,341,GasA,Ex,Y,SBrkr,1224,0,0,1224,1,0,2,0,2,1,TA,5,Typ,0,None,Attchd,86,Fin,2,TA,TA,Y,0,304,0,0,0,0,0,None,None,0,6,2009,WD,Normal,165000
1196,60,RL,8029,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,GasA,Ex,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,0,None,Attchd,92,Fin,2,TA,TA,Y,100,24,0,0,0,0,0,None,None,0,7,2008,WD,Normal,176000
1197,60,RL,14054,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,879,GasA,Ex,Y,SBrkr,879,984,0,1863,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,93,Fin,3,TA,TA,Y,100,17,0,0,0,0,0,None,None,0,11,2006,New,Partial,219210
1198,75,RM,8850,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,815,GasA,Ex,Y,SBrkr,815,875,0,1690,0,0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,7,Unf,1,TA,TA,Y,0,0,330,0,0,0,0,None,None,0,7,2006,ConLw,Normal,144000
1200,20,RL,11235,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,Gable,CompShg,HdBoard,HdBoard,51,TA,TA,CBlock,TA,TA,No,Rec,547,Unf,0,504,GasA,Gd,Y,SBrkr,1382,0,0,1382,0,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,61,Unf,2,TA,TA,Y,0,82,0,0,0,0,0,None,None,0,10,2006,WD,Normal,148000
1201,20,RL,9353,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,864,GasA,Gd,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,None,Attchd,59,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,None,Shed,0,7,2006,Oth,Abnorml,116050
1202,60,RL,10400,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,866,GasA,Ex,Y,SBrkr,866,913,0,1779,0,0,2,1,3,1,Gd,6,Typ,0,None,Attchd,85,RFn,2,TA,TA,Y,198,36,0,0,0,0,0,None,None,0,3,2009,WD,Normal,197900
1203,50,RM,6000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,884,GasA,Ex,Y,SBrkr,884,464,0,1348,1,0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,47,Unf,1,TA,TA,N,0,0,208,0,0,0,0,None,None,0,5,2009,WD,Normal,117000
1204,20,RL,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,Gable,CompShg,VinylSd,VinylSd,171,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1630,GasA,Ex,Y,SBrkr,1630,0,0,1630,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,87,Unf,2,TA,TA,Y,74,234,0,0,0,0,0,None,None,0,10,2009,WD,Normal,213000
1205,20,RL,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,Gd,TA,No,ALQ,788,Unf,0,268,GasA,Ex,Y,SBrkr,1074,0,0,1074,1,0,1,1,3,1,TA,6,Typ,0,None,Attchd,62,RFn,2,TA,TA,Y,0,88,0,0,0,0,0,MnPrv,None,0,7,2006,WD,Normal,153500
1206,20,RL,14684,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,Hip,CompShg,HdBoard,HdBoard,234,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485,BLQ,177,1496,GasA,Gd,Y,SBrkr,2196,0,0,2196,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,77,RFn,3,TA,TA,Y,84,70,0,0,0,0,0,None,None,0,6,2009,WD,Normal,271900
1207,20,RH,8900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,TA,TA,No,Rec,1056,Unf,0,0,GasA,TA,Y,SBrkr,1056,0,0,1056,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,53,Unf,1,TA,TA,Y,0,42,0,0,0,0,0,MnPrv,None,0,11,2006,WD,Normal,107000
1209,20,RL,7763,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,Gable,CompShg,MetalSd,MetalSd,0,TA,Gd,CBlock,TA,TA,No,Rec,504,BLQ,108,319,GasA,TA,Y,SBrkr,1283,0,0,1283,1,0,1,0,3,1,TA,6,Typ,0,None,Detchd,67,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,10,2008,WD,Normal,140000
1210,20,RL,10182,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,420,Gd,TA,PConc,Ex,TA,Mn,GLQ,1220,Unf,0,440,GasA,Ex,Y,SBrkr,1660,0,0,1660,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,93,RFn,2,TA,TA,Y,322,50,0,0,0,0,0,None,None,0,5,2006,New,Partial,290000
1211,60,RL,11218,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,Gable,CompShg,Wd Sdng,Wd Sdng,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1055,GasA,Ex,Y,SBrkr,1055,790,0,1845,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,79,RFn,2,TA,TA,Y,635,104,0,0,0,0,0,GdPrv,Shed,400,5,2010,WD,Normal,189000
1212,50,RL,12134,Pave,None,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,Gable,CompShg,Wd Sdng,Wd Sdng,0,Gd,TA,Wood,Gd,TA,Av,GLQ,427,Unf,0,132,GasA,Gd,Y,SBrkr,1080,672,0,1752,0,0,2,0,4,1,TA,8,Typ,0,None,Basment,75,RFn,2,TA,TA,Y,325,12,0,0,0,0,0,None,None,0,6,2010,WD,Normal,164000
1213,30,RL,9340,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,Hip,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,No,Rec,344,Unf,0,328,GasA,TA,Y,SBrkr,672,0,0,672,1,0,1,0,2,1,TA,4,Typ,0,None,Attchd,30,Unf,1,TA,TA,N,0,113,0,0,0,0,0,None,None,0,8,2009,WD,Normal,113000
1214,80,RL,10246,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,Gable,CompShg,VinylSd,VinylSd,0,TA,Gd,CBlock,TA,Gd,Av,GLQ,648,Unf,0,0,GasA,Ex,Y,SBrkr,960,0,0,960,1,1,0,0,0,1,TA,3,Typ,0,None,Attchd,52,Unf,1,TA,TA,Y,88,0,0,0,0,0,0,None,None,0,5,2006,WD,Normal,145000
1215,85,RL,10205,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,Av,BLQ,784,Unf,0,141,GasA,TA,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,49,Unf,1,TA,TA,Y,150,72,0,0,0,0,0,None,None,0,5,2006,WD,Normal,134500
1216,20,RL,7094,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,TA,TA,No,Rec,180,LwQ,374,340,GasA,TA,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,0,None,Detchd,53,RFn,1,TA,TA,Y,0,0,0,0,0,0,0,MnPrv,None,0,5,2007,WD,Normal,125000
1217,90,RM,8930,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,Slab,None,None,None,None,0,None,0,0,GasA,TA,Y,SBrkr,1318,584,0,1902,0,0,2,0,4,2,TA,8,Typ,0,None,Attchd,65,Unf,2,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,4,2010,WD,Normal,112000
1218,20,FV,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,Gable,CompShg,CemntBd,CmentBd,72,Gd,TA,PConc,Gd,TA,Mn,GLQ,936,Unf,0,364,GasA,Ex,Y,SBrkr,1314,0,0,1314,1,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,96,RFn,2,TA,TA,Y,135,112,0,0,0,0,0,None,None,0,9,2009,New,Partial,229456
1219,50,RM,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,Gable,CompShg,AsbShng,AsbShng,0,TA,TA,Slab,None,None,None,None,0,None,0,0,GasA,Gd,N,SBrkr,672,240,0,912,0,0,1,0,2,1,TA,3,Typ,0,None,None,98,None,0,None,None,N,0,0,0,0,0,0,0,None,None,0,7,2006,WD,Normal,80500
1220,160,RM,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,Gable,CompShg,CemntBd,CmentBd,236,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,672,GasA,TA,Y,SBrkr,672,546,0,1218,0,0,1,1,3,1,TA,7,Typ,0,None,None,98,None,0,None,None,N,201,0,0,0,0,0,0,None,None,0,4,2006,WD,Abnorml,91500
1221,20,RL,7800,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,Rec,312,LwQ,600,0,GasA,TA,Y,SBrkr,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,None,Attchd,51,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,11,2006,WD,Abnorml,115000
1223,50,RL,10496,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,Gable,CompShg,Wd Sdng,Wd Sdng,320,TA,TA,CBlock,TA,TA,Mn,Rec,196,Unf,0,844,GasA,Ex,Y,SBrkr,1168,678,0,1846,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,36,Unf,1,TA,TA,Y,0,0,0,0,0,0,0,GdWo,None,0,1,2007,WD,Normal,143000
1224,20,RL,10680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,Hip,CompShg,Wd Sdng,Wd Sdng,44,TA,TA,CBlock,TA,Fa,No,LwQ,756,Unf,0,1380,GasA,TA,N,FuseA,2136,0,0,2136,0,0,2,0,4,1,TA,7,Mod,0,None,Detchd,38,Unf,2,TA,TA,Y,0,30,0,0,0,0,0,MnPrv,None,0,10,2006,WD,Normal,137900
1225,60,RL,15384,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,0,64,GasA,Ex,Y,SBrkr,788,702,0,1490,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,91,Fin,2,TA,TA,Y,100,75,0,0,0,0,0,None,None,0,2,2008,WD,Normal,184000
1226,80,RL,10482,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,Hip,CompShg,VinylSd,VinylSd,63,TA,Gd,CBlock,TA,TA,Av,GLQ,507,Unf,0,81,GasA,Ex,Y,SBrkr,1138,0,0,1138,0,1,1,0,3,1,TA,6,Typ,0,None,Attchd,45,RFn,1,TA,TA,Y,224,0,0,0,0,0,0,MnWw,None,0,6,2007,WD,Normal,145000
1227,60,RL,14598,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,Gable,CompShg,VinylSd,VinylSd,74,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,894,GasA,Ex,Y,SBrkr,894,1039,0,1933,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,94,Fin,3,TA,TA,Y,100,18,0,0,0,0,0,None,None,0,1,2008,WD,Normal,214000
1228,20,RL,8872,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,Gable,CompShg,VinylSd,VinylSd,300,TA,TA,CBlock,TA,TA,No,ALQ,595,Unf,0,317,GasA,Ex,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,Gd,5,Typ,0,None,Detchd,79,Unf,2,TA,TA,Y,0,240,0,0,0,0,0,None,None,0,12,2008,WD,Normal,147000
